"Word","Freq","percent"
"school",70,16.0183066361556
"abil",1,0.22883295194508
"test",99,22.6544622425629
"launder",1,0.22883295194508
"act",1,0.22883295194508
"boss",1,0.22883295194508
"cowork",2,0.45766590389016
"nice",4,0.91533180778032
"peopl",8,1.83066361556064
"professor",2,0.45766590389016
"student",13,2.97482837528604
"studi",9,2.05949656750572
"toward",1,0.22883295194508
"treat",1,0.22883295194508
"confid",2,0.45766590389016
"honest",26,5.94965675057208
"just",8,1.83066361556064
"equal",88,20.137299771167
"govern",2,0.45766590389016
"moral",34,7.78032036613272
"religion",1,0.22883295194508
"societi",1,0.22883295194508
"unbias",2,0.45766590389016
"wrong",65,14.8741418764302
"kid",4,0.91533180778032
"littl",1,0.22883295194508
"relationship",50,11.441647597254
"teach",1,0.22883295194508
"boyfriend",14,3.20366132723112
"cheater",4,0.91533180778032
"divorc",4,0.91533180778032
"game",40,9.1533180778032
"marriag",6,1.37299771167048
"men",2,0.45766590389016
"rule",37,8.46681922196796
"women",1,0.22883295194508
"decept",3,0.68649885583524
"liar",16,3.66132723112128
"easi",9,2.05949656750572
"half",1,0.22883295194508
"disrespect",4,0.91533180778032
"okay",2,0.45766590389016
"unhealthi",1,0.22883295194508
"bad",28,6.40732265446224
"good",21,4.80549199084668
"right",56,12.8146453089245
"troubl",8,1.83066361556064
"sportsmanship",7,1.60183066361556
"truth",23,5.26315789473684
"honesti",37,8.46681922196796
"dishonesti",14,3.20366132723112
"cheat",24,5.49199084668192
"dishonest",23,5.26315789473684
"fair",35,8.0091533180778
"honor",17,3.89016018306636
"legitimaci",1,0.22883295194508
"lie",54,12.3569794050343
"grade",17,3.89016018306636
"happi",1,0.22883295194508
"life",23,5.26315789473684
"support",1,0.22883295194508
"teenag",1,0.22883295194508
"care",6,1.37299771167048
"nobl",4,0.91533180778032
"rude",5,1.1441647597254
"slack",2,0.45766590389016
"awar",1,0.22883295194508
"integr",23,5.26315789473684
"academ",10,2.2883295194508
"sport",35,8.0091533180778
"loyalti",9,2.05949656750572
"unfair",43,9.83981693363844
"exam",11,2.51716247139588
"justic",19,4.34782608695652
"card",1,0.22883295194508
"casino",1,0.22883295194508
"even",15,3.4324942791762
"gambl",3,0.68649885583524
"balanc",3,0.68649885583524
"break",4,0.91533180778032
"correct",3,0.68649885583524
"affair",2,0.45766590389016
"judg",7,1.60183066361556
"scale",1,0.22883295194508
"lack",4,0.91533180778032
"trust",14,3.20366132723112
"dedic",2,0.45766590389016
"hard",8,1.83066361556064
"homework",6,1.37299771167048
"work",12,2.74599542334096
"girlfriend",7,1.60183066361556
"play",1,0.22883295194508
"otherpeopl",1,0.22883295194508
"fine",1,0.22883295194508
"frustrat",1,0.22883295194508
"loser",4,0.91533180778032
"setup",1,0.22883295194508
"copi",6,1.37299771167048
"problem",1,0.22883295194508
"charact",2,0.45766590389016
"friend",4,0.91533180778032
"husband",2,0.45766590389016
"mistress",1,0.22883295194508
"poker",2,0.45766590389016
"wife",3,0.68649885583524
"love",6,1.37299771167048
"race",4,0.91533180778032
"class",4,0.91533180778032
"failur",2,0.45766590389016
"success",3,0.68649885583524
"teacher",14,3.20366132723112
"board",3,0.68649885583524
"lawsuit",1,0.22883295194508
"ethic",11,2.51716247139588
"plagiar",6,1.37299771167048
"law",9,2.05949656750572
"order",2,0.45766590389016
"fals",1,0.22883295194508
"incorrect",2,0.45766590389016
"mean",7,1.60183066361556
"true",3,0.68649885583524
"steal",5,1.1441647597254
"unjust",2,0.45766590389016
"annoy",1,0.22883295194508
"get",3,0.68649885583524
"respect",17,3.89016018306636
"uneth",1,0.22883295194508
"zero",1,0.22883295194508
"kind",4,0.91533180778032
"loyal",10,2.2883295194508
"mischief",1,0.22883295194508
"betray",11,2.51716247139588
"hurt",5,1.1441647597254
"competit",6,1.37299771167048
"corrupt",2,0.45766590389016
"juri",3,0.68649885583524
"sham",1,0.22883295194508
"obedi",1,0.22883295194508
"freedom",1,0.22883295194508
"racism",1,0.22883295194508
"sexism",1,0.22883295194508
"contest",2,0.45766590389016
"trustworthi",6,1.37299771167048
"untrustworthi",7,1.60183066361556
"scam",4,0.91533180778032
"tricki",1,0.22883295194508
"unequ",2,0.45766590389016
"negat",1,0.22883295194508
"deadbeat",1,0.22883295194508
"heartbroken",1,0.22883295194508
"horribl",1,0.22883295194508
"worthless",1,0.22883295194508
"approv",1,0.22883295194508
"deni",1,0.22883295194508
"famili",3,0.68649885583524
"opportun",2,0.45766590389016
"partnership",1,0.22883295194508
"high",3,0.68649885583524
"court",4,0.91533180778032
"disloy",2,0.45766590389016
"sad",3,0.68649885583524
"unfaith",8,1.83066361556064
"fail",5,1.1441647597254
"pass",1,0.22883295194508
"unaccept",1,0.22883295194508
"whi",1,0.22883295194508
"cram",1,0.22883295194508
"nerd",1,0.22883295194508
"succeed",1,0.22883295194508
"cheatingscumbag",1,0.22883295194508
"doesnt",1,0.22883295194508
"fairnessloy",1,0.22883295194508
"share",6,1.37299771167048
"welcom",1,0.22883295194508
"colleg",6,1.37299771167048
"guilti",2,0.45766590389016
"subject",1,0.22883295194508
"adult",1,0.22883295194508
"immatur",1,0.22883295194508
"playground",2,0.45766590389016
"sex",2,0.45766590389016
"woman",1,0.22883295194508
"protect",1,0.22883295194508
"clean",2,0.45766590389016
"dirti",1,0.22883295194508
"evil",5,1.1441647597254
"wholesom",1,0.22883295194508
"deceiv",6,1.37299771167048
"imparti",1,0.22883295194508
"advantag",6,1.37299771167048
"bore",1,0.22883295194508
"disgust",1,0.22883295194508
"unbalanc",2,0.45766590389016
"inevit",1,0.22883295194508
"righteous",2,0.45766590389016
"isnt",4,0.91533180778032
