"Word","Freq","percent"
"babysit",1,0.22883295194508
"doctor",52,11.8993135011442
"crimin",7,1.60183066361556
"medicin",5,1.1441647597254
"shoot",1,0.22883295194508
"health",15,3.4324942791762
"healthi",3,0.68649885583524
"mental",8,1.83066361556064
"physic",11,2.51716247139588
"effect",1,0.22883295194508
"hurt",162,37.070938215103
"love",157,35.9267734553776
"protect",18,4.11899313501144
"depress",7,1.60183066361556
"pain",87,19.908466819222
"danger",24,5.49199084668192
"hostil",1,0.22883295194508
"person",1,0.22883295194508
"violenc",25,5.720823798627
"wrong",6,1.37299771167048
"care",30,6.8649885583524
"abus",49,11.2128146453089
"accid",5,1.1441647597254
"brother",1,0.22883295194508
"caregiv",3,0.68649885583524
"father",7,1.60183066361556
"hospit",81,18.5354691075515
"mother",26,5.94965675057208
"relationship",6,1.37299771167048
"scare",6,1.37299771167048
"sister",1,0.22883295194508
"spous",1,0.22883295194508
"terrifi",1,0.22883295194508
"injur",9,2.05949656750572
"sick",5,1.1441647597254
"treat",7,1.60183066361556
"mom",13,2.97482837528604
"blood",11,2.51716247139588
"crime",3,0.68649885583524
"friend",18,4.11899313501144
"troubl",2,0.45766590389016
"thought",6,1.37299771167048
"aid",16,3.66132723112128
"destruct",4,0.91533180778032
"safe",11,2.51716247139588
"concern",7,1.60183066361556
"damag",8,1.83066361556064
"kind",32,7.32265446224256
"nice",17,3.89016018306636
"child",7,1.60183066361556
"cruel",11,2.51716247139588
"daycar",3,0.68649885583524
"mean",30,6.8649885583524
"nanni",2,0.45766590389016
"parent",30,6.8649885583524
"vengeanc",1,0.22883295194508
"heart",10,2.2883295194508
"bad",16,3.66132723112128
"pretti",1,0.22883295194508
"rude",3,0.68649885583524
"scari",1,0.22883295194508
"smile",1,0.22883295194508
"compass",13,2.97482837528604
"anim",8,1.83066361556064
"famili",25,5.720823798627
"friendship",4,0.91533180778032
"injuri",20,4.5766590389016
"comfort",21,4.80549199084668
"cut",12,2.74599542334096
"selflov",1,0.22883295194508
"ouch",3,0.68649885583524
"good",10,2.2883295194508
"hate",18,4.11899313501144
"nurs",50,11.441647597254
"peopl",13,2.97482837528604
"jail",1,0.22883295194508
"pleasur",2,0.45766590389016
"destroy",4,0.91533180778032
"heal",9,2.05949656750572
"emot",15,3.4324942791762
"feel",8,1.83066361556064
"hit",11,2.51716247139588
"hug",10,2.2883295194508
"elder",4,0.91533180778032
"palliat",1,0.22883295194508
"wound",13,2.97482837528604
"genuin",1,0.22883295194508
"help",41,9.38215102974828
"knife",9,2.05949656750572
"shampoo",1,0.22883295194508
"soap",1,0.22883295194508
"affect",9,2.05949656750572
"bruis",11,2.51716247139588
"distrust",3,0.68649885583524
"loyalti",2,0.45766590389016
"bother",1,0.22883295194508
"eas",1,0.22883295194508
"subjug",1,0.22883295194508
"gerryn",1,0.22883295194508
"passion",2,0.45766590389016
"tear",3,0.68649885583524
"attent",5,1.1441647597254
"home",9,2.05949656750572
"nurtur",20,4.5766590389016
"word",3,0.68649885583524
"drug",6,1.37299771167048
"healthcar",4,0.91533180778032
"substanc",1,0.22883295194508
"violent",4,0.91533180778032
"band",7,1.60183066361556
"relief",3,0.68649885583524
"surgeri",1,0.22883295194508
"weapon",8,1.83066361556064
"distress",1,0.22883295194508
"wellb",2,0.45766590389016
"beat",10,2.2883295194508
"children",10,2.2883295194508
"eye",1,0.22883295194508
"gift",1,0.22883295194508
"respect",7,1.60183066361556
"hindranc",1,0.22883295194508
"progress",1,0.22883295194508
"better",1,0.22883295194508
"coddl",2,0.45766590389016
"wors",1,0.22883295194508
"gun",12,2.74599542334096
"knive",2,0.45766590389016
"scratch",2,0.45766590389016
"neglect",6,1.37299771167048
"sad",8,1.83066361556064
"anger",8,1.83066361556064
"compassion",1,0.22883295194508
"generous",1,0.22883295194508
"murder",13,2.97482837528604
"veng",1,0.22883295194508
"happi",6,1.37299771167048
"intent",3,0.68649885583524
"trust",8,1.83066361556064
"unintent",1,0.22883295194508
"aggress",1,0.22883295194508
"fix",4,0.91533180778032
"gentl",8,1.83066361556064
"harm",25,5.720823798627
"mend",2,0.45766590389016
"power",1,0.22883295194508
"purpos",2,0.45766590389016
"taker",1,0.22883295194508
"empathi",4,0.91533180778032
"clean",1,0.22883295194508
"kill",6,1.37299771167048
"maintain",1,0.22883295194508
"shelter",2,0.45766590389016
"bulli",6,1.37299771167048
"mainten",1,0.22883295194508
"threaten",1,0.22883295194508
"time",1,0.22883295194508
"suicid",11,2.51716247139588
"rehabilit",1,0.22883295194508
"self",12,2.74599542334096
"put",1,0.22883295194508
"terribl",3,0.68649885583524
"warm",4,0.91533180778032
"evil",5,1.1441647597254
"sympathet",1,0.22883295194508
"careless",4,0.91533180778032
"give",3,0.68649885583524
"cuddl",3,0.68649885583524
"fear",10,2.2883295194508
"despair",1,0.22883295194508
"right",3,0.68649885583524
"riski",1,0.22883295194508
"war",6,1.37299771167048
"discrimin",1,0.22883295194508
"insult",3,0.68649885583524
"selfesteem",1,0.22883295194508
"selfrespect",1,0.22883295194508
"robberi",1,0.22883295194508
"clinic",2,0.45766590389016
"hatr",4,0.91533180778032
"terrorist",1,0.22883295194508
"accident",1,0.22883295194508
"fragil",1,0.22883295194508
"attack",5,1.1441647597254
"brutal",1,0.22883295194508
"victim",3,0.68649885583524
"owe",1,0.22883295194508
"save",4,0.91533180778032
"scar",3,0.68649885583524
"carealway",1,0.22883295194508
"harmrough",1,0.22883295194508
"take",1,0.22883295194508
"discomfort",2,0.45766590389016
"safeti",7,1.60183066361556
"warmth",5,1.1441647597254
"bed",2,0.45766590389016
"church",1,0.22883295194508
"haven",1,0.22883295194508
"hous",2,0.45766590389016
"babi",4,0.91533180778032
"death",4,0.91533180778032
"hold",1,0.22883295194508
"kick",4,0.91533180778032
"kiss",3,0.68649885583524
"punch",4,0.91533180778032
"sword",1,0.22883295194508
"chariti",1,0.22883295194508
"respons",6,1.37299771167048
"anxieti",1,0.22883295194508
"nourish",3,0.68649885583524
"prais",1,0.22883295194508
"punish",1,0.22883295194508
"pet",6,1.37299771167048
"fire",6,1.37299771167048
"selfless",3,0.68649885583524
"assist",3,0.68649885583524
"fine",1,0.22883295194508
"line",1,0.22883295194508
"medic",4,0.91533180778032
"profession",1,0.22883295194508
"two",1,0.22883295194508
"judgment",1,0.22883295194508
"old",2,0.45766590389016
"women",1,0.22883295194508
"tender",4,0.91533180778032
"foul",1,0.22883295194508
"cri",3,0.68649885583524
"giver",2,0.45766590389016
"test",1,0.22883295194508
"look",3,0.68649885583524
"assault",2,0.45766590389016
"betray",2,0.45766590389016
"untrustworthi",1,0.22883295194508
"forgiv",1,0.22883295194508
"opposit",1,0.22883295194508
"soft",4,0.91533180778032
"kid",2,0.45766590389016
"ach",2,0.45766590389016
"sharp",1,0.22883295194508
"stab",2,0.45766590389016
"helpless",3,0.68649885583524
"torn",2,0.45766590389016
"red",1,0.22883295194508
"scream",1,0.22883295194508
"cruelti",2,0.45766590389016
"guardian",3,0.68649885583524
"mad",2,0.45766590389016
"bodi",2,0.45766590389016
"innoc",1,0.22883295194508
"rape",5,1.1441647597254
"thieveri",1,0.22883295194508
"touch",3,0.68649885583524
"disrespect",5,1.1441647597254
"hope",2,0.45766590389016
"selfish",2,0.45766590389016
"bandag",3,0.68649885583524
"dentist",1,0.22883295194508
"fit",1,0.22883295194508
"god",2,0.45766590389016
"pastor",1,0.22883295194508
"degrad",2,0.45766590389016
"environ",1,0.22883295194508
"infant",2,0.45766590389016
"possess",1,0.22883295194508
"close",1,0.22883295194508
"entrust",1,0.22883295194508
"irrespons",1,0.22883295194508
