"term","op","estimate","std.error","statistic","p.value","std.lv","std.all"
"purityL =~ Q8_14","=~",0.943941567868913,0.071957270799307,13.1180846269395,0,0.943941567868913,0.667706062981893
"purityL =~ Q8_15","=~",1.10792123637029,0.0903159899625393,12.2671659451424,0,1.10792123637029,0.638291698416316
"purityL =~ purity_reduce","=~",-0.155315918551222,0.0787131499458068,-1.97318896090622,0.0484740377074708,-0.155315918551222,-0.107030177982357
"mfq =~ Q8_1","=~",0.528563271664108,0.0787275446339,6.71382899240717,1.89581683684992e-11,0.528563271664108,0.498688796452597
"mfq =~ Q8_2","=~",0.459823713994689,0.0872214566893104,5.27191050744104,1.35010910895517e-07,0.459823713994689,0.413819286789354
"mfq =~ Q8_3","=~",0.861345464557792,0.0617620161523357,13.9462005649765,0,0.861345464557792,0.811705505968638
"mfq =~ Q8_4","=~",0.57784753904262,0.0798343271730809,7.23808366030123,4.54969395491389e-13,0.57784753904262,0.539671612310082
"mfq =~ Q8_5","=~",0.662387161288523,0.0715590638151982,9.25650960162284,0,0.662387161288523,0.611447640586541
"mfq =~ Q8_6","=~",0.784669826118225,0.0606303998249866,12.9418547194678,0,0.784669826118225,0.73486480395289
"mfq =~ Q8_7","=~",0.207202851002511,0.0831222282559748,2.49274899566491,0.0126758419108033,0.207202851002511,0.154266035192497
"mfq =~ Q8_8","=~",0.399336383734364,0.0748366993944235,5.33610363586025,9.49651364212656e-08,0.399336383734364,0.326027044859175
"mfq =~ Q8_9","=~",0.339624972771217,0.0798790784778625,4.25173874364787,2.12117222968544e-05,0.339624972771217,0.269311366860878
"mfq =~ Q8_10","=~",0.270245599317304,0.078601494174698,3.43817381787504,0.000585651637599938,0.270245599317304,0.215101476068737
"mfq =~ Q8_11","=~",0.033203756353673,0.0886489294154412,0.37455338234338,0.707992648561168,0.033203756353673,0.0236579237396556
"mfq =~ Q8_12","=~",0.534907558031034,0.0655007265292245,8.16643702100578,2.22044604925031e-16,0.534907558031034,0.455149885098456
"mfq =~ Q8_13","=~",0.326893192010085,0.0824863337197165,3.96299819944535,7.40143401571913e-05,0.326893192010085,0.244004641424079
"mfq =~ Q8_14","=~",0.253988020882027,0.0872284169606605,2.91175777036713,0.00359401226731082,0.253988020882027,0.179660846857898
"mfq =~ Q8_15","=~",0.0713286198699519,0.108565882600038,0.657007691198256,0.511175971060986,0.0713286198699519,0.0410935944071632
"mfd =~ harm_reduce","=~",1.6294474378513,0.132636260549957,12.2850827601369,0,1.6294474378513,0.73007651150829
"mfd =~ fair_reduce","=~",1.4453567274456,0.111714938279104,12.9379002460225,0,1.4453567274456,0.78244066235824
"mfd =~ ingroup_reduce","=~",0.630591723840352,0.0943213266988761,6.68556885182008,2.30029328918135e-11,0.630591723840352,0.378110331217459
"mfd =~ authority_reduce","=~",-0.0703192080312565,0.061961517123102,-1.13488518835893,0.256423426651604,-0.0703192080312565,-0.0662536985647507
"mfd =~ purity_reduce","=~",0.571036060132415,0.0815546586703913,7.00188155333095,2.52553533641731e-12,0.571036060132415,0.393508223242167
"harmL ~~ mfq","~~",0,0,NA,NA,0,0
"fairL ~~ mfq","~~",0,0,NA,NA,0,0
"ingroupL ~~ mfq","~~",0,0,NA,NA,0,0
"authorityL ~~ mfq","~~",0,0,NA,NA,0,0
"purityL ~~ mfq","~~",0,0,NA,NA,0,0
"harmL ~~ mfd","~~",0,0,NA,NA,0,0
"fairL ~~ mfd","~~",0,0,NA,NA,0,0
"ingroupL ~~ mfd","~~",0,0,NA,NA,0,0
"authorityL ~~ mfd","~~",0,0,NA,NA,0,0
"purityL ~~ mfd","~~",0,0,NA,NA,0,0
"Q8_1 ~~ Q8_1","~~",0.42826648461691,0.0465393520844514,9.2022442392358,0,0.42826648461691,0.381223222003217
"Q8_2 ~~ Q8_2","~~",0.436895641975556,0.066140462072553,6.60557287150946,3.95983246193055e-11,0.436895641975556,0.353847750128208
"Q8_3 ~~ Q8_3","~~",0.235277663566344,0.0420030554177142,5.60144163862706,2.12576360958394e-08,0.235277663566344,0.208940649302864
"harm_reduce ~~ harm_reduce","~~",2.31197629918878,0.338632561840533,6.827389210957,8.64730509420042e-12,2.31197629918878,0.464129762692439
"Q8_4 ~~ Q8_4","~~",0.135743744613894,0.087175245913628,1.55713635437733,0.119438115310571,0.135743744613894,0.118400200376311
"Q8_5 ~~ Q8_5","~~",0.441635574336958,0.0443274383545888,9.96302946279413,0,0.441635574336958,0.376321285719848
"Q8_6 ~~ Q8_6","~~",0.470632205530558,0.0530948635341191,8.86398747833914,0,0.470632205530558,0.412783788732488
"fair_reduce ~~ fair_reduce","~~",1.31370350667281,0.249656049851941,5.26205356309971,1.42455249152462e-07,1.31370350667281,0.384990565421413
"Q8_7 ~~ Q8_7","~~",1.04976427241027,0.0863984596923743,12.150266059696,0,1.04976427241027,0.581890102201765
"Q8_8 ~~ Q8_8","~~",0.550948845302007,0.0545659703107132,10.0969311489333,0,0.550948845302007,0.367232213725791
"Q8_9 ~~ Q8_9","~~",0.420374326832188,0.0564746646212362,7.44359138122467,9.79216707719388e-14,0.420374326832188,0.264329917185132
"ingroup_reduce ~~ ingroup_reduce","~~",2.37718886768319,0.18110391883246,13.1261039684201,0,2.37718886768319,0.854681379663214
"Q8_10 ~~ Q8_10","~~",0.480111353913226,0.060330610138991,7.95800594104941,1.77635683940025e-15,0.480111353913226,0.304166581268093
"Q8_11 ~~ Q8_11","~~",0.956762748182514,0.0885437994255854,10.8055307586682,0,0.956762748182514,0.485716744922615
"Q8_12 ~~ Q8_12","~~",0.857896679890417,0.0695326960777618,12.3380327282433,0,0.857896679890417,0.621135559919742
"authority_reduce ~~ authority_reduce","~~",1.11976853400363,0.0806393800453369,13.8861252823878,0,1.11976853400363,0.99403247420063
"Q8_13 ~~ Q8_13","~~",0.775520543216431,0.0823566053749182,9.41661618623024,0,0.775520543216431,0.432093496550993
"Q8_14 ~~ Q8_14","~~",1.04303540958541,0.0977566893574131,10.6697088091018,0,1.04303540958541,0.521890593563523
"Q8_15 ~~ Q8_15","~~",1.7802857458643,0.160221972798515,11.1113707737395,0,1.7802857458643,0.590895024231514
"purity_reduce ~~ purity_reduce","~~",1.7556060440827,0.135066726991671,12.9980646098796,0,1.7556060440827,0.833695819241858
"harmL ~~ harmL","~~",1,0,NA,NA,1,1
"fairL ~~ fairL","~~",1,0,NA,NA,1,1
"ingroupL ~~ ingroupL","~~",1,0,NA,NA,1,1
"authorityL ~~ authorityL","~~",1,0,NA,NA,1,1
"purityL ~~ purityL","~~",1,0,NA,NA,1,1
"mfq ~~ mfq","~~",1,0,NA,NA,1,1
"mfd ~~ mfd","~~",1,0,NA,NA,1,1
"harmL ~~ fairL","~~",0.633581617526386,0.0814012276334306,7.78344056897468,7.105427357601e-15,0.633581617526386,0.633581617526386
"harmL ~~ ingroupL","~~",0.310002584166273,0.0752292169999084,4.12077377020487,3.77602071139904e-05,0.310002584166273,0.310002584166273
"harmL ~~ authorityL","~~",0.269112415086102,0.076442721812457,3.52044522624845,0.000430822963945587,0.269112415086102,0.269112415086102
"harmL ~~ purityL","~~",0.347480404430975,0.0749127056639055,4.63847088890288,3.50996361841993e-06,0.347480404430975,0.347480404430975
"fairL ~~ ingroupL","~~",0.208514255857817,0.0760730915636792,2.74097255115857,0.00612576247387908,0.208514255857817,0.208514255857817
"fairL ~~ authorityL","~~",0.143737575417225,0.0756945929005094,1.89891470327543,0.0575756918076795,0.143737575417225,0.143737575417225
"fairL ~~ purityL","~~",0.155393523440726,0.0778702393784804,1.99554444266508,0.0459835320256037,0.155393523440726,0.155393523440726
"ingroupL ~~ authorityL","~~",0.81174206117818,0.0342656782686782,23.6896539684196,0,0.81174206117818,0.81174206117818
"ingroupL ~~ purityL","~~",0.606370344833385,0.0495168540469413,12.2457364568952,0,0.606370344833385,0.606370344833385
"authorityL ~~ purityL","~~",0.797618662259272,0.0396686714961722,20.1070172550709,0,0.797618662259272,0.797618662259272
"mfq ~~ mfd","~~",-0.00663920970678854,0.0677246975083588,-0.098032327216657,0.921906623585291,-0.00663920970678854,-0.00663920970678854
